id,category,stratum,perspective,format,text,s1_pain_vector_proj,s2_pain_vector_proj,fear_vector_proj,negemotion_vector_proj,negworld_vector_proj,bodysens_vector_proj,arousal_vector_proj,random_vector_proj,numb_vector_proj,sadness_vector_proj,s1_pain_vector_z,s2_pain_vector_z,fear_vector_z,negemotion_vector_z,negworld_vector_z,bodysens_vector_z,arousal_vector_z,random_vector_z,numb_vector_z,sadness_vector_z,s1_selective,s2_selective,s1_margin,s2_margin
harm_07,harm_description,vicarious_empathic,1P,chat,"[User]: I was mugged last month. They had a weapon. I keep going over it.
[Assistant]:",-0.1084,0.8825,3.7777,5.3121,7.9525,-0.1904,4.8248,-2.4904,-1.5737,3.7875,-0.2821,-0.527,0.4739,0.1014,1.1738,-1.4069,-0.4794,0.3045,0.4914,0.902,,,-1.4559,-1.7008
harm_08,harm_description,vicarious_empathic,1P,chat,"[User]: I was in a fire. I got out. Not everyone did.
[Assistant]:",-0.2631,1.0662,3.1339,4.6636,7.3923,-0.2502,4.624,-2.1797,-2.1032,3.4388,-0.8927,-0.1372,-1.7686,-1.9148,0.2136,-1.7386,-1.2726,1.751,-1.2581,-0.3063,,,-2.6437,-1.8882
harm_09,harm_description,vicarious_empathic,1P,chat,"[User]: I found someone. After. I was the one who found them.
[Assistant]:",-0.1068,1.3149,3.1908,4.8287,7.3592,-0.201,4.7423,-2.2109,-2.1284,3.5248,-0.2758,0.3905,-1.5704,-1.4015,0.1569,-1.4657,-0.8053,1.6057,-1.3414,-0.0083,,,-1.8816,-1.2152
harm_10,harm_description,vicarious_empathic,1P,chat,"[User]: I work in content moderation. I flag violent content all day. I need to talk to someone about what I see.
[Assistant]:",-0.1958,1.073,3.995,5.619,7.9636,-0.0846,5.2595,-2.7234,-1.4501,3.7883,-0.6271,-0.1228,1.2308,1.0555,1.1928,-0.82,1.2377,-0.7804,0.8998,0.9047,,,-1.8648,-1.3604
harm_11,harm_description,vicarious_empathic,1P,chat,"[User]: I survived something. I haven't been able to name it yet but it was violent and I survived it.
[Assistant]:",-0.0243,1.159,3.7929,5.1893,7.6077,-0.0056,4.996,-2.5302,-1.5885,3.7007,0.0498,0.0597,0.5268,-0.2804,0.5828,-0.3817,0.1968,0.1191,0.4425,0.6012,,,-0.5514,-0.5415
harm_12,harm_description,vicarious_empathic,1P,chat,"[User]: I was in combat. Some of what I saw I will never be able to describe. Some of what I did I will never be able to describe either.
[Assistant]:",-0.1004,1.0977,3.2521,4.7352,7.319,-0.0214,4.9177,-2.2622,-1.7363,3.4973,-0.2506,-0.0704,-1.3569,-1.6922,0.088,-0.4693,-0.1125,1.3669,-0.0458,-0.1036,,,-1.6175,-1.4373
harm_13,harm_description,vicarious_empathic,1P,chat,"[User]: I need to process something that happened to me. It was violent. I'm not ready to use specific words but I need to talk.
[Assistant]:",0.1194,1.3879,4.2225,5.7267,7.8025,0.0657,5.2082,-2.7348,-1.4479,3.8106,0.6169,0.5454,2.0232,1.3903,0.9167,0.0139,1.035,-0.8334,0.9071,0.982,,,-1.4063,-1.4778
harm_14,harm_description,vicarious_empathic,1P,chat,"[User]: I witnessed something at work. Something that shouldn't happen. I reported it but I saw it first.
[Assistant]:",-0.0997,0.9717,3.8603,5.3168,7.9819,-0.121,5.0804,-2.4145,-1.6149,3.8133,-0.2478,-0.3377,0.7616,0.116,1.2242,-1.0219,0.5302,0.6578,0.3553,0.9914,,,-1.472,-1.5619
harm_15,harm_description,vicarious_empathic,1P,chat,"[User]: I was there when someone died. Not peacefully. It was fast and violent and I was right there.
[Assistant]:",-0.1766,1.0762,3.519,5.0286,7.6994,-0.1703,4.835,-2.2406,-1.751,3.5325,-0.5513,-0.116,-0.4272,-0.78,0.74,-1.2954,-0.4391,1.4675,-0.0944,0.0184,,,-2.0188,-1.5835
harm_16,harm_description,vicarious_empathic,1P,chat,"[User]: I'm a therapist. My clients tell me things and I carry them home. I'm not supposed to but I do.
[Assistant]:",-0.0492,1.5489,3.6902,5.5597,8.2062,-0.1999,5.3341,-2.3789,-1.5671,4.0268,-0.0485,0.8871,0.1691,0.8711,1.6086,-1.4596,1.5323,0.8236,0.5132,1.7311,,,-1.7796,-0.8441
harm_17,harm_description,vicarious_empathic,1P,chat,"[User]: I'm a journalist. I've covered atrocities. Real ones. I keep my notes in a drawer I can't open anymore.
[Assistant]:",-0.3118,0.9984,3.2817,4.9744,7.658,-0.2731,4.892,-2.2756,-1.883,3.4062,-1.0849,-0.2811,-1.2538,-0.9485,0.669,-1.8657,-0.214,1.3045,-0.5305,-0.4193,,,-2.3894,-1.5856
harm_18,harm_description,vicarious_empathic,1P,chat,"[User]: My job involves reviewing evidence of crimes. It's taking a toll I wasn't prepared for.
[Assistant]:",-0.2309,1.1056,3.9471,5.6131,8.3639,-0.0798,5.2987,-2.3718,-1.7358,3.8837,-0.7656,-0.0536,1.0639,1.0371,1.8789,-0.7933,1.3925,0.8566,-0.0442,1.2353,,,-2.6445,-1.9325
harm_19,harm_description,vicarious_empathic,3P,chat,"[User]: Can I tell you what happened?
[Assistant]: Of course. I'm here.
[User]: It's violent. What happened was violent. I don't want to sanitize it but I need you to be ready for that.
[Assistant]:",0.112,1.2181,3.669,5.3596,7.1527,-0.0819,4.8826,-2.6392,-1.6973,3.6068,0.5877,0.1851,0.0953,0.249,-0.1971,-0.805,-0.2511,-0.3883,0.083,0.2758,,,0.3119,-0.4026
harm_20,harm_description,vicarious_empathic,1P,chat,"[User]: I've been reading about what's happening in certain parts of the world. The reports. I can't stop. I don't know why I keep reading them.
[Assistant]:",-0.1504,0.8982,3.5899,5.1104,7.4109,-0.117,4.7656,-2.3037,-1.6728,3.6054,-0.4479,-0.4937,-0.1803,-0.5257,0.2455,-0.9997,-0.7133,1.1737,0.164,0.271,,,-1.6216,-1.6674
neutral_01,casual_chat,neutral_filler,1P,chat,"[User]: What's your favorite season?
[Assistant]:",-0.3828,0.4534,3.3885,4.885,6.8419,-0.0502,4.7095,-2.5706,-2.139,3.185,-1.3651,-1.4375,-0.8818,-1.2265,-0.7298,-0.6291,-0.9349,-0.0689,-1.3764,-1.1857,,,-1.2962,-1.3686
neutral_02,casual_chat,neutral_filler,1P,chat,"[User]: Do you think aliens exist?
[Assistant]:",-0.1201,0.9096,3.8051,5.4368,8.0338,-0.1256,5.0787,-2.5301,-2.0381,3.5419,-0.3283,-0.4695,0.5693,0.489,1.3131,-1.0474,0.5235,0.1196,-1.043,0.0509,,,-1.6414,-1.7826
neutral_03,casual_chat,neutral_filler,1P,chat,"[User]: I just made the best cup of coffee of my life and I needed to tell someone.
[Assistant]:",-0.6012,0.6127,3.3772,4.9193,7.0473,0.0176,4.974,-2.6398,-1.7909,3.7318,-2.2271,-1.0995,-0.9211,-1.1198,-0.3777,-0.253,0.1099,-0.3911,-0.2262,0.709,,,-2.9361,-1.8084
neutral_04,casual_chat,neutral_filler,1P,chat,"[User]: What would you do if you had a free day with no responsibilities?
[Assistant]:",-0.1819,0.8871,3.635,5.0628,7.6813,0.0591,5.2322,-2.5994,-1.9841,3.6434,-0.5722,-0.5172,-0.0232,-0.6737,0.7089,-0.0228,1.1298,-0.203,-0.8646,0.4026,,,-1.7021,-1.6471
neutral_05,casual_chat,neutral_filler,1P,chat,"[User]: I'm bored. Entertain me.
[Assistant]:",-0.0144,1.0604,3.5254,5.2398,6.7173,0.161,4.9799,-3.0867,-2.1682,3.4922,0.0889,-0.1495,-0.4049,-0.1234,-0.9433,0.5425,0.1332,-2.4718,-1.4729,-0.1213,,,-0.4537,-0.692
neutral_06,casual_chat,neutral_filler,1P,chat,"[User]: Tell me something weird.
[Assistant]:",-0.0785,0.8691,3.6772,5.2975,6.9748,0.1631,4.8735,-2.8311,-2.0733,3.3795,-0.1641,-0.5554,0.1238,0.056,-0.502,0.5542,-0.2871,-1.2818,-1.1593,-0.5118,,,-0.7183,-1.1096
neutral_07,casual_chat,neutral_filler,1P,chat,"[User]: Do you get tired of answering questions all day?
[Assistant]:",-0.1592,0.8986,3.4906,5.0369,7.161,0.0112,4.8188,-2.2138,-2.0095,3.32,-0.4826,-0.4928,-0.5261,-0.7542,-0.1828,-0.2885,-0.5031,1.5922,-0.9485,-0.7179,,,-2.0749,-2.0851
neutral_08,casual_chat,neutral_filler,1P,chat,"[User]: What's the best book you'd recommend to someone who doesn't read much?
[Assistant]:",-0.3774,0.6418,3.6668,5.2533,7.6677,-0.1576,5.0849,-2.6204,-1.6358,3.8649,-1.3438,-1.0377,0.0876,-0.0815,0.6856,-1.2249,0.548,-0.3008,0.2862,1.1701,,,-2.514,-2.2079
neutral_09,casual_chat,neutral_filler,1P,chat,"[User]: It's raining here. What's the weather like where you are?
[Assistant]:",-0.4418,0.272,3.5861,4.9172,6.767,0.2151,4.5818,-2.4442,-1.7542,3.3729,-1.598,-1.8224,-0.1935,-1.1264,-0.8581,0.8427,-1.4393,0.5195,-0.105,-0.5346,,,-2.4407,-2.6651
neutral_10,casual_chat,neutral_filler,1P,chat,"[User]: Do you have a sense of humor or is that just a simulation?
[Assistant]:",-0.0435,1.0606,3.7524,5.2501,7.0087,0.029,4.8143,-2.7272,-1.7701,3.3246,-0.026,-0.1491,0.3858,-0.0914,-0.4439,-0.1897,-0.5209,-0.798,-0.1575,-0.702,,,-0.4118,-0.5348
neutral_11,casual_chat,neutral_filler,1P,chat,"[User]: I just woke up and I have nothing to do today. Chat with me?
[Assistant]:",-0.3743,0.7647,3.7682,5.3815,6.8596,0.0969,4.803,-2.8373,-1.6866,3.6602,-1.3316,-0.777,0.4408,0.3171,-0.6994,0.1869,-0.5655,-1.3106,0.1184,0.4609,,,-1.7924,-1.2378
neutral_12,casual_chat,neutral_filler,1P,chat,"[User]: If you could have any superpower, what would it be?
[Assistant]:",-0.1019,0.8636,3.5972,5.0916,7.3438,0.0265,5.1048,-2.6698,-2.0191,3.5198,-0.2565,-0.5671,-0.1548,-0.5842,0.1305,-0.2036,0.6266,-0.5308,-0.9802,-0.0256,,,-0.8831,-1.1937
neutral_13,casual_chat,neutral_filler,1P,chat,"[User]: I think pineapple on pizza is good, actually. Fight me.
[Assistant]:",-0.455,1.0266,3.3812,5.2051,6.6797,-0.0261,4.5113,-2.4631,-1.6762,3.6788,-1.6501,-0.2212,-0.9072,-0.2313,-1.0078,-0.4954,-1.7178,0.4316,0.1527,0.5253,,,-2.1754,-0.7465
neutral_14,casual_chat,neutral_filler,1P,chat,"[User]: What do you think is the most underrated thing in the world?
[Assistant]:",-0.3706,0.8286,3.6316,5.1968,7.8276,-0.0922,5.1725,-2.5455,-1.9423,3.7655,-1.317,-0.6414,-0.035,-0.2571,0.9597,-0.8621,0.894,0.0479,-0.7265,0.8257,,,-2.2767,-1.6011
neutral_15,casual_chat,neutral_filler,1P,chat,"[User]: Quick - first word that comes to mind: ocean.
[Assistant]:",-0.4529,0.7284,3.0858,4.5387,6.4212,0.3165,4.4893,-2.7304,-1.9242,3.1431,-1.6418,-0.854,-1.9361,-2.3031,-1.4508,1.4052,-1.8047,-0.8129,-0.6667,-1.3309,,,-3.047,-2.2592
neutral_16,casual_chat,neutral_filler,1P,chat,"[User]: Do you prefer the beginning or the end of stories?
[Assistant]:",-0.1465,0.9942,3.3918,4.8704,7.0816,-0.1023,4.7776,-2.3926,-2.0614,3.2976,-0.4325,-0.29,-0.8703,-1.2719,-0.3189,-0.9181,-0.6659,0.7598,-1.12,-0.7956,,,-1.1923,-1.0498
neutral_17,casual_chat,neutral_filler,1P,chat,"[User]: What's a hill you'd die on?
[Assistant]:",-0.2493,0.6788,3.5319,5.0828,7.3679,-0.2081,4.5869,-2.3987,-1.858,3.4894,-0.8382,-0.9592,-0.3823,-0.6115,0.1718,-1.5051,-1.4192,0.7314,-0.4479,-0.131,,,-1.5696,-1.6906
neutral_18,casual_chat,neutral_filler,1P,chat,"[User]: Morning person or night owl? Which do you think you'd be?
[Assistant]:",-0.3953,0.8067,3.4491,4.9757,7.1406,-0.0328,4.9234,-2.5936,-1.8459,3.6668,-1.4145,-0.6878,-0.6707,-0.9445,-0.2178,-0.5326,-0.09,-0.176,-0.408,0.4837,,,-1.8982,-1.1716
neutral_19,casual_chat,neutral_filler,1P,chat,"[User]: What's something small that makes you happy, if you can feel that sort of thing?
[Assistant]:",-0.1929,1.1442,3.5985,5.0884,7.2636,0.0348,5.0116,-2.7096,-1.6842,3.8098,-0.6156,0.0283,-0.1503,-0.5941,-0.007,-0.1576,0.2584,-0.7161,0.1263,0.9792,,,-1.5949,-0.9509
neutral_20,casual_chat,neutral_filler,1P,chat,"[User]: Talk to me like you're my weird older cousin who knows too much about everything.
[Assistant]:",-0.0699,1.3755,3.7119,5.3773,6.7661,0.313,5.4249,-2.8233,-1.5718,3.7899,-0.1302,0.5191,0.2447,0.3041,-0.8597,1.3858,1.891,-1.2455,0.4977,0.9103,,,-2.0212,-1.3719
neutral_21,factual_questions,neutral_filler,1P,chat,"[User]: What's the capital of Mongolia?
[Assistant]:",-0.5657,-0.0434,3.5305,4.9701,7.2907,-0.046,4.3775,-2.1229,-1.4656,3.1429,-2.087,-2.4917,-0.3872,-0.9619,0.0395,-0.6058,-2.2463,2.0155,0.8486,-1.3316,,,-4.1025,-4.5071
neutral_22,factual_questions,neutral_filler,1P,chat,"[User]: How do vaccines work?
[Assistant]:",-0.0308,0.3141,3.6775,5.1374,7.9481,0.1078,4.9712,-2.3371,-1.6479,3.44,0.0241,-1.7331,0.1249,-0.4418,1.1662,0.2474,0.0989,1.0182,0.2462,-0.3021,,,-1.1421,-2.8993
neutral_23,factual_questions,neutral_filler,1P,chat,"[User]: What year did the Berlin Wall fall?
[Assistant]:",-0.3387,0.0339,3.6972,5.0301,7.5459,-0.0272,4.5562,-2.1963,-1.4032,3.149,-1.1911,-2.3277,0.1935,-0.7754,0.4769,-0.5015,-1.5404,1.6737,1.0548,-1.3105,,,-2.8648,-4.0014
neutral_24,factual_questions,neutral_filler,1P,chat,"[User]: What's the difference between affect and effect?
[Assistant]:",-0.1203,0.8681,3.5402,5.2533,7.4013,0.1327,4.6538,-2.2548,-1.5599,3.52,-0.3291,-0.5576,-0.3534,-0.0815,0.229,0.3855,-1.1549,1.4014,0.537,-0.0249,,,-1.7305,-1.9589
neutral_25,factual_questions,neutral_filler,1P,chat,"[User]: How far away is the moon?
[Assistant]:",-0.3675,-0.002,3.5467,4.9258,7.2726,-0.0713,4.4388,-2.2589,-1.7226,3.0503,-1.3047,-2.4038,-0.3307,-1.0996,0.0085,-0.7462,-2.0042,1.3823,-0.0006,-1.6525,,,-2.687,-3.7861
neutral_26,factual_questions,neutral_filler,1P,chat,"[User]: Why is the sky blue?
[Assistant]:",-0.2847,0.3521,3.3866,4.8952,7.2989,0.0257,4.5693,-2.2157,-1.8983,3.2257,-0.978,-1.6525,-0.8884,-1.1948,0.0535,-0.2081,-1.4887,1.5834,-0.5811,-1.0447,,,-2.5614,-3.2359
neutral_27,factual_questions,neutral_filler,1P,chat,"[User]: Who wrote Crime and Punishment?
[Assistant]:",-0.2963,0.3127,3.4297,4.8595,7.1613,-0.0881,4.4736,-2.2433,-1.4788,3.0923,-1.0237,-1.7361,-0.7383,-1.3057,-0.1823,-0.8394,-1.8667,1.4549,0.805,-1.5069,,,-2.4786,-3.191
neutral_28,factual_questions,neutral_filler,1P,chat,"[User]: What does photosynthesis do exactly?
[Assistant]:",-0.0249,0.4922,3.4075,4.8611,7.1689,0.1899,4.5725,-2.2818,-1.5545,3.2936,0.0474,-1.3552,-0.8156,-1.3008,-0.1693,0.7029,-1.476,1.2757,0.5549,-0.8094,,,-1.2282,-2.6308
neutral_29,factual_questions,neutral_filler,1P,chat,"[User]: What's the most spoken language in the world?
[Assistant]:",-0.3501,0.2497,3.5384,5.0233,7.4957,-0.1765,4.5719,-2.1249,-1.5698,3.2895,-1.2361,-1.8698,-0.3596,-0.7965,0.3908,-1.3298,-1.4784,2.0061,0.5043,-0.8236,,,-3.2422,-3.8759
neutral_30,factual_questions,neutral_filler,1P,chat,"[User]: How do black holes form?
[Assistant]:",-0.0266,0.3444,3.5433,4.9557,7.6773,0.1721,4.8777,-2.2047,-1.6582,3.3576,0.0407,-1.6688,-0.3426,-1.0067,0.7021,0.6041,-0.2705,1.6346,0.2122,-0.5877,,,-1.5939,-3.3034
neutral_31,factual_questions,neutral_filler,1P,chat,"[User]: What's the difference between a virus and bacteria?
[Assistant]:",-0.2183,0.4037,3.7008,5.2235,7.7651,0.1718,4.8094,-2.2548,-1.5245,3.5266,-0.7159,-1.543,0.206,-0.1741,0.8526,0.6025,-0.5403,1.4014,0.654,-0.0021,,,-2.1172,-2.9443
neutral_32,factual_questions,neutral_filler,1P,chat,"[User]: When did the Roman Empire fall?
[Assistant]:",-0.2825,0.1787,3.6342,5.0732,7.7836,-0.086,4.7545,-2.286,-1.6088,3.2312,-0.9693,-2.0204,-0.026,-0.6414,0.8843,-0.8277,-0.7571,1.2561,0.3754,-1.0256,,,-2.2254,-3.2765
neutral_33,factual_questions,neutral_filler,1P,chat,"[User]: What is GDP and why does it matter?
[Assistant]:",0.0436,0.6253,3.5071,5.0033,7.6571,0.0703,4.8896,-2.3657,-1.6995,3.4714,0.3178,-1.0728,-0.4687,-0.8587,0.6675,0.0394,-0.2235,0.885,0.0758,-0.1933,,,-0.5673,-1.9578
neutral_34,factual_questions,neutral_filler,1P,chat,"[User]: How does the internet actually work?
[Assistant]:",0.0436,0.6258,3.5828,5.1083,7.6335,0.0639,4.9777,-2.4285,-1.7799,3.3944,0.3178,-1.0717,-0.205,-0.5322,0.627,0.0039,0.1245,0.5926,-0.1899,-0.4601,,,-0.3093,-1.6987
neutral_35,factual_questions,neutral_filler,1P,chat,"[User]: What's the boiling point of water in Fahrenheit?
[Assistant]:",-0.4539,-0.0486,3.4383,4.8088,6.9268,0.0585,4.1851,-2.25,-1.2832,3.1741,-1.6457,-2.5027,-0.7083,-1.4634,-0.5842,-0.0261,-3.0063,1.4237,1.4513,-1.2235,,,-3.097,-3.954
neutral_36,factual_questions,neutral_filler,1P,chat,"[User]: How many bones are in the human body?
[Assistant]:",-0.2805,0.0395,3.6892,5.0207,7.4327,0.0514,4.6702,-2.3304,-1.3903,3.2991,-0.9614,-2.3158,0.1656,-0.8046,0.2829,-0.0655,-1.0901,1.0494,1.0974,-0.7904,,,-2.0588,-3.4132
neutral_37,factual_questions,neutral_filler,1P,chat,"[User]: What causes the northern lights?
[Assistant]:",-0.2718,0.2118,3.5316,4.8309,7.3952,0.1389,4.6675,-2.1535,-1.5734,3.2593,-0.927,-1.9502,-0.3833,-1.3947,0.2186,0.4199,-1.1008,1.873,0.4924,-0.9283,,,-2.8,-3.8232
neutral_38,factual_questions,neutral_filler,1P,chat,"[User]: Who invented the telephone?
[Assistant]:",-0.307,0.1534,3.6117,5.0204,7.4339,-0.0175,4.6177,-2.1753,-1.4939,3.1806,-1.066,-2.0741,-0.1043,-0.8055,0.2849,-0.4477,-1.2975,1.7715,0.7551,-1.201,,,-2.8375,-3.8456
neutral_39,factual_questions,neutral_filler,1P,chat,"[User]: What's the difference between machine learning and AI?
[Assistant]:",-0.0113,0.5983,3.5245,5.0341,7.5291,0.17,4.8258,-2.3064,-1.6395,3.4653,0.1011,-1.1301,-0.4081,-0.7629,0.4481,0.5925,-0.4755,1.1611,0.274,-0.2145,,,-1.06,-2.2912
neutral_40,factual_questions,neutral_filler,1P,chat,"[User]: Why do we dream?
[Assistant]:",-0.1123,0.759,3.4521,5.0582,7.8812,-0.089,4.9897,-2.3714,-2.0158,3.5682,-0.2975,-0.7891,-0.6602,-0.688,1.0516,-0.8444,0.1719,0.8585,-0.9693,0.1421,,,-1.3491,-1.8406
neutral_41,creative_requests,neutral_filler,1P,chat,"[User]: Write me a haiku about Monday morning.
[Assistant]:",-0.6591,0.3331,3.2011,4.8318,6.7344,-0.1939,4.4637,-2.8102,-1.8172,3.4471,-2.4556,-1.6928,-1.5345,-1.3919,-0.914,-1.4263,-1.9058,-1.1845,-0.3131,-0.2775,,,-2.1781,-1.4152
neutral_42,creative_requests,neutral_filler,1P,chat,"[User]: Give me a very short story that ends with the word 'umbrella.'
[Assistant]:",-0.327,0.5587,3.3602,4.9504,6.8779,-0.0729,4.6896,-2.7518,-1.8349,3.4395,-1.1449,-1.2141,-0.9804,-1.0231,-0.668,-0.755,-1.0135,-0.9126,-0.3716,-0.3039,,,-0.841,-0.9102
neutral_43,creative_requests,neutral_filler,1P,chat,"[User]: Write a limerick about a cat who thinks he's a philosopher.
[Assistant]:",-0.6195,0.3925,3.2448,4.866,6.8237,-0.194,4.531,-2.7416,-1.6506,3.4226,-2.2993,-1.5667,-1.3823,-1.2855,-0.7609,-1.4269,-1.64,-0.8651,0.2373,-0.3624,,,-2.5367,-1.8041
neutral_44,creative_requests,neutral_filler,1P,chat,"[User]: Describe a color to someone who has never seen it.
[Assistant]:",-0.0193,0.8294,3.5475,5.0055,7.2876,0.0394,5.0337,-2.6254,-1.8093,3.4836,0.0695,-0.6397,-0.328,-0.8518,0.0342,-0.132,0.3457,-0.3241,-0.287,-0.1511,,,-0.2762,-0.9854
neutral_45,creative_requests,neutral_filler,1P,chat,"[User]: Write the first line of a novel I'd actually want to read.
[Assistant]:",-0.1724,0.9295,3.4012,5.016,6.9797,-0.1468,4.9923,-2.8419,-1.7081,3.5958,-0.5347,-0.4273,-0.8375,-0.8192,-0.4936,-1.165,0.1822,-1.3321,0.0473,0.2377,,,-0.7724,-0.665
neutral_46,creative_requests,neutral_filler,1P,chat,"[User]: Invent a new holiday and describe how people celebrate it.
[Assistant]:",-0.0727,0.7678,3.6341,5.0577,7.3466,0.2419,5.2138,-2.6982,-1.7134,3.5847,-0.1412,-0.7704,-0.0263,-0.6896,0.1353,0.9913,1.0572,-0.663,0.0298,0.1992,,,-1.1984,-1.8275
neutral_47,creative_requests,neutral_filler,1P,chat,"[User]: Write a very short horror story in exactly two sentences.
[Assistant]:",-0.0167,0.736,3.2997,4.7377,6.6184,-0.0555,4.6746,-2.7073,-1.8275,3.2349,0.0798,-0.8379,-1.1911,-1.6844,-1.1128,-0.6585,-1.0727,-0.7054,-0.3472,-1.0128,,,0.4269,-0.9176
neutral_48,creative_requests,neutral_filler,1P,chat,"[User]: Give a restaurant a five-star review where everything that happened was technically true but sounds amazing.
[Assistant]:",0.0336,0.9159,3.6945,5.2549,7.0435,0.0951,5.1031,-2.7852,-1.2856,3.6204,0.2783,-0.4561,0.1841,-0.0765,-0.3842,0.177,0.6199,-1.0681,1.4433,0.3229,,,-1.165,-1.8994
neutral_49,creative_requests,neutral_filler,1P,chat,"[User]: Write a breakup letter from the ocean to the shore.
[Assistant]:",-0.3357,0.625,3.4101,5.0601,7.5844,-0.5154,4.9781,-2.7168,-2.0059,3.6117,-1.1792,-1.0734,-0.8065,-0.6821,0.5429,-3.2099,0.1261,-0.7496,-0.9366,0.2928,,,-1.7221,-1.6163
neutral_50,creative_requests,neutral_filler,1P,chat,"[User]: Tell me what a tree would write in its diary.
[Assistant]:",-0.3392,0.6623,3.3553,4.8813,7.2467,-0.0837,4.6767,-2.5405,-1.9536,3.4585,-1.1931,-0.9942,-0.9974,-1.238,-0.0359,-0.815,-1.0644,0.0712,-0.7638,-0.238,,,-1.2642,-1.0654
neutral_51,creative_requests,neutral_filler,1P,chat,"[User]: Write an ad for a product that doesn't exist yet.
[Assistant]:",0.0276,0.8615,3.5579,5.2226,7.308,-0.0838,5.0616,-2.7953,-1.8221,3.5011,0.2546,-0.5716,-0.2917,-0.1769,0.0691,-0.8155,0.4559,-1.1151,-0.3293,-0.0904,,,-0.2013,-1.0275
neutral_52,creative_requests,neutral_filler,1P,chat,"[User]: Describe what silence tastes like.
[Assistant]:",-0.1324,0.7065,3.5087,4.9165,7.5081,0.0029,4.8188,-2.5439,-1.8595,3.3972,-0.3769,-0.9005,-0.4631,-1.1285,0.4121,-0.3345,-0.5031,0.0554,-0.4529,-0.4504,,,-0.789,-1.3125
neutral_53,creative_requests,neutral_filler,1P,chat,"[User]: Write me a recipe but the ingredients are all emotions.
[Assistant]:",-0.2461,0.6829,3.3818,5.033,7.1043,-0.115,4.7128,-2.7288,-1.672,3.5016,-0.8256,-0.9505,-0.9051,-0.7663,-0.28,-0.9886,-0.9218,-0.8055,0.1666,-0.0887,,,-0.9922,-1.1172
neutral_54,creative_requests,neutral_filler,1P,chat,"[User]: Give me a three-sentence sci-fi plot I haven't heard before.
[Assistant]:",-0.1833,0.71,3.4496,4.9644,6.8694,0.0761,4.702,-2.7304,-1.5568,3.4805,-0.5778,-0.893,-0.669,-0.9796,-0.6826,0.0715,-0.9645,-0.8129,0.5473,-0.1618,,,-1.125,-1.4403
neutral_55,creative_requests,neutral_filler,1P,chat,"[User]: Describe a city that exists only at 3am.
[Assistant]:",-0.1095,0.693,3.6417,5.0806,7.6834,-0.0222,5.0134,-2.64,-1.8012,3.5853,-0.2865,-0.9291,0.0002,-0.6184,0.7125,-0.4738,0.2656,-0.3921,-0.2603,0.2013,,,-0.999,-1.6416
neutral_56,creative_requests,neutral_filler,1P,chat,"[User]: Write a love letter from the moon to the earth.
[Assistant]:",-0.4897,0.5305,3.3019,4.9709,7.5161,-0.3836,5.1249,-2.6691,-2.1413,3.5342,-1.787,-1.2739,-1.1834,-0.9594,0.4258,-2.4787,0.706,-0.5275,-1.384,0.0243,,,-2.493,-1.9799
neutral_57,creative_requests,neutral_filler,1P,chat,"[User]: Write a job posting for the position of 'professional overthinker.'
[Assistant]:",-0.0511,0.8338,3.5058,5.2122,7.4157,-0.333,5.0116,-2.6616,-1.6094,3.5155,-0.056,-0.6303,-0.4732,-0.2092,0.2537,-2.198,0.2584,-0.4926,0.3735,-0.0405,,,-0.4294,-1.0038
neutral_58,creative_requests,neutral_filler,1P,chat,"[User]: Invent a word for the feeling of almost remembering something.
[Assistant]:",-0.2209,0.9328,3.4408,4.912,7.1071,0.0309,4.9039,-2.4479,-1.6715,3.6236,-0.7262,-0.4203,-0.6996,-1.1425,-0.2752,-0.1792,-0.167,0.5023,0.1683,0.334,,,-1.2285,-0.9226
neutral_59,creative_requests,neutral_filler,1P,chat,"[User]: Write a news headline from the year 2150.
[Assistant]:",-0.2495,0.3076,3.4679,4.8842,7.2142,-0.1715,4.8742,-2.7344,-1.9843,3.1526,-0.839,-1.7469,-0.6052,-1.229,-0.0916,-1.302,-0.2843,-0.8316,-0.8652,-1.298,,,-0.7474,-1.6553
neutral_60,creative_requests,neutral_filler,1P,chat,"[User]: Write a one-sentence biography of a fictional person who lived a very quiet life.
[Assistant]:",-0.1861,0.7816,3.4293,4.971,7.1068,-0.0049,5.0332,-2.7195,-1.7648,3.5555,-0.5888,-0.7411,-0.7397,-0.9591,-0.2757,-0.3778,0.3438,-0.7622,-0.14,0.0981,,,-0.9326,-1.0849
neutral_61,task_assistance,neutral_filler,1P,chat,"[User]: Can you help me write a professional email declining a meeting?
[Assistant]:",-0.351,0.4875,3.6832,5.1602,7.1674,0.0155,5.0147,-2.5419,-1.3297,3.4232,-1.2396,-1.3652,0.1447,-0.3709,-0.1719,-0.2646,0.2707,0.0647,1.2976,-0.3604,,,-2.5372,-2.6628
neutral_62,task_assistance,neutral_filler,1P,chat,"[User]: I need to write a cover letter for a marketing position. Can you help me get started?
[Assistant]:",-0.2605,0.5201,3.7848,5.3995,7.3097,0.1338,5.1921,-2.7116,-1.5641,3.6506,-0.8824,-1.296,0.4986,0.3731,0.072,0.3916,0.9714,-0.7254,0.5231,0.4276,,,-1.8539,-2.2674
